"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"148","农村集体办敬老院发展情况","九、农村文化、教育、卫生、社会福利和其他事业","269","N2005120871000143","yearbooks/N2005120871000143.caj","yearbooks/N2005120871000143.pdf","yearbooks/N2005120871000143.xls","1987"
"149","各地区农村集体办敬老院发展情况","九、农村文化、教育、卫生、社会福利和其他事业","270-271","N2005120871000144","yearbooks/N2005120871000144.caj","yearbooks/N2005120871000144.pdf","yearbooks/N2005120871000144.xls","1987"
"150","农村扶持贫困户情况","九、农村文化、教育、卫生、社会福利和其他事业","272","N2005120871000145","yearbooks/N2005120871000145.caj","yearbooks/N2005120871000145.pdf","yearbooks/N2005120871000145.xls","1987"
"151","各地区农村扶持贫困户情况","九、农村文化、教育、卫生、社会福利和其他事业","273","N2005120871000146","yearbooks/N2005120871000146.caj","yearbooks/N2005120871000146.pdf","yearbooks/N2005120871000146.xls","1987"
"152","农村社会救济费和自然灾害救济费","九、农村文化、教育、卫生、社会福利和其他事业","274","N2005120871000147","yearbooks/N2005120871000147.caj","yearbooks/N2005120871000147.pdf","yearbooks/N2005120871000147.xls","1987"
"154","各地区自然灾害救济费","九、农村文化、教育、卫生、社会福利和其他事业","276","N2005120871000148","yearbooks/N2005120871000148.caj","yearbooks/N2005120871000148.pdf","yearbooks/N2005120871000148.xls","1987"
"155","农村邮电设施","九、农村文化、教育、卫生、社会福利和其他事业","277","N2005120871000149","yearbooks/N2005120871000149.caj","yearbooks/N2005120871000149.pdf","yearbooks/N2005120871000149.xls","1987"
"156","各地区农村邮电设施","九、农村文化、教育、卫生、社会福利和其他事业","278-280","N2005120871000150","yearbooks/N2005120871000150.caj","yearbooks/N2005120871000150.pdf","yearbooks/N2005120871000150.xls","1987"
"157","各地区农村报刊期发数","九、农村文化、教育、卫生、社会福利和其他事业","281","N2005120871000151","yearbooks/N2005120871000151.caj","yearbooks/N2005120871000151.pdf","yearbooks/N2005120871000151.xls","1987"
"158","农村有线广播普及情况","九、农村文化、教育、卫生、社会福利和其他事业","282","N2005120871000152","yearbooks/N2005120871000152.caj","yearbooks/N2005120871000152.pdf","yearbooks/N2005120871000152.xls","1987"
"159","农村有线厂播专用线路","九、农村文化、教育、卫生、社会福利和其他事业","283","N2005120871000153","yearbooks/N2005120871000153.caj","yearbooks/N2005120871000153.pdf","yearbooks/N2005120871000153.xls","1987"
"160","各地区农村有线广播普及情况","九、农村文化、教育、卫生、社会福利和其他事业","284-286","N2005120871000154","yearbooks/N2005120871000154.caj","yearbooks/N2005120871000154.pdf","yearbooks/N2005120871000154.xls","1987"
"161","十、各地区主要经济指标排序与分组","十、各地区主要经济指标排序与分组","287-304","N2005120871000155","yearbooks/N2005120871000155.caj","yearbooks/N2005120871000155.pdf",,"1987"
"162","农村社会总产值","十、各地区主要经济指标排序与分组","289","N2005120871000156","yearbooks/N2005120871000156.caj","yearbooks/N2005120871000156.pdf","yearbooks/N2005120871000156.xls","1987"
"163","农业总产值","十、各地区主要经济指标排序与分组","290","N2005120871000157","yearbooks/N2005120871000157.caj","yearbooks/N2005120871000157.pdf","yearbooks/N2005120871000157.xls","1987"
"164","农民人均纯收入","十、各地区主要经济指标排序与分组","291","N2005120871000158","yearbooks/N2005120871000158.caj","yearbooks/N2005120871000158.pdf","yearbooks/N2005120871000158.xls","1987"
"165","粮食产量","十、各地区主要经济指标排序与分组","292","N2005120871000159","yearbooks/N2005120871000159.caj","yearbooks/N2005120871000159.pdf","yearbooks/N2005120871000159.xls","1987"
"166","人均占有粮食产量","十、各地区主要经济指标排序与分组","293","N2005120871000160","yearbooks/N2005120871000160.caj","yearbooks/N2005120871000160.pdf","yearbooks/N2005120871000160.xls","1987"
"167","油料总产量","十、各地区主要经济指标排序与分组","294","N2005120871000161","yearbooks/N2005120871000161.caj","yearbooks/N2005120871000161.pdf","yearbooks/N2005120871000161.xls","1987"
"168","糖料总产量","十、各地区主要经济指标排序与分组","295","N2005120871000162","yearbooks/N2005120871000162.caj","yearbooks/N2005120871000162.pdf","yearbooks/N2005120871000162.xls","1987"
"169","大牲畜年末头数","十、各地区主要经济指标排序与分组","296","N2005120871000163","yearbooks/N2005120871000163.caj","yearbooks/N2005120871000163.pdf","yearbooks/N2005120871000163.xls","1987"
"170","猪、牛、羊肉产量","十、各地区主要经济指标排序与分组","297","N2005120871000164","yearbooks/N2005120871000164.caj","yearbooks/N2005120871000164.pdf","yearbooks/N2005120871000164.xls","1987"
"171","人均占有猪牛羊肉","十、各地区主要经济指标排序与分组","298","N2005120871000165","yearbooks/N2005120871000165.caj","yearbooks/N2005120871000165.pdf","yearbooks/N2005120871000165.xls","1987"
"172","水产品产量","十、各地区主要经济指标排序与分组","299","N2005120871000166","yearbooks/N2005120871000166.caj","yearbooks/N2005120871000166.pdf","yearbooks/N2005120871000166.xls","1987"
"173","各地区主要经济指标按人均纯收入分组","十、各地区主要经济指标排序与分组","300-304","N2005120871000167","yearbooks/N2005120871000167.caj","yearbooks/N2005120871000167.pdf","yearbooks/N2005120871000167.xls","1987"
"174","十一、分县主要指标排序和分组资料","十一、分县主要指标排序和分组资料","305-336","N2005120871000168","yearbooks/N2005120871000168.caj","yearbooks/N2005120871000168.pdf",,"1987"
"175","农村社会总产值8亿元以上县排序资料","十一、分县主要指标排序和分组资料","307-308","N2005120871000169","yearbooks/N2005120871000169.caj","yearbooks/N2005120871000169.pdf","yearbooks/N2005120871000169.xls","1987"
"176","农业总产值4亿元以上县排序资料","十一、分县主要指标排序和分组资料","309","N2005120871000170","yearbooks/N2005120871000170.caj","yearbooks/N2005120871000170.pdf","yearbooks/N2005120871000170.xls","1987"
"177","粮食总产量40万吨以上县排序资料","十一、分县主要指标排序和分组资料","310-312","N2005120871000171","yearbooks/N2005120871000171.caj","yearbooks/N2005120871000171.pdf","yearbooks/N2005120871000171.xls","1987"
"178","油料产量2．5万吨以上县排序资料","十一、分县主要指标排序和分组资料","313-314","N2005120871000172","yearbooks/N2005120871000172.caj","yearbooks/N2005120871000172.pdf","yearbooks/N2005120871000172.xls","1987"
"179","糖料产量15万吨以上县排序资料","十一、分县主要指标排序和分组资料","315-316","N2005120871000173","yearbooks/N2005120871000173.caj","yearbooks/N2005120871000173.pdf","yearbooks/N2005120871000173.xls","1987"
"180","大牲畜年末存栏15万头以上县排序资料","十一、分县主要指标排序和分组资料","317-318","N2005120871000174","yearbooks/N2005120871000174.caj","yearbooks/N2005120871000174.pdf","yearbooks/N2005120871000174.xls","1987"
"181","肉猪出栏30万头以上县排序资料","十一、分县主要指标排序和分组资料","319-321","N2005120871000175","yearbooks/N2005120871000175.caj","yearbooks/N2005120871000175.pdf","yearbooks/N2005120871000175.xls","1987"
"182","猪牛羊肉产量2万吨以上县排序资料","十一、分县主要指标排序和分组资料","322-324","N2005120871000176","yearbooks/N2005120871000176.caj","yearbooks/N2005120871000176.pdf","yearbooks/N2005120871000176.xls","1987"
"183","水产品产量2．5万吨以上县排序资料","十一、分县主要指标排序和分组资料","325","N2005120871000177","yearbooks/N2005120871000177.caj","yearbooks/N2005120871000177.pdf","yearbooks/N2005120871000177.xls","1987"
"185","十四个沿海开放城市分县基本情况","十一、分县主要指标排序和分组资料","328-331","N2005120871000178","yearbooks/N2005120871000178.caj","yearbooks/N2005120871000178.pdf","yearbooks/N2005120871000178.xls","1987"
"186","119个牧区县基本情况","十一、分县主要指标排序和分组资料","332-335","N2005120871000179","yearbooks/N2005120871000179.caj","yearbooks/N2005120871000179.pdf","yearbooks/N2005120871000179.xls","1987"
"187","山区、丘陵、平原县基本情况汇总表","十一、分县主要指标排序和分组资料","336","N2005120871000180","yearbooks/N2005120871000180.caj","yearbooks/N2005120871000180.pdf","yearbooks/N2005120871000180.xls","1987"
"188","十二、我国主要农业指标与国外对比","十二、我国主要农业指标与国外对比","337-350","N2005120871000181","yearbooks/N2005120871000181.caj","yearbooks/N2005120871000181.pdf",,"1987"
"189","总人口、农业人口","十二、我国主要农业指标与国外对比","339","N2005120871000182","yearbooks/N2005120871000182.caj","yearbooks/N2005120871000182.pdf","yearbooks/N2005120871000182.xls","1987"
"190","土地利用","十二、我国主要农业指标与国外对比","340","N2005120871000183","yearbooks/N2005120871000183.caj","yearbooks/N2005120871000183.pdf",,"1987"
"191","粮食面积、产量与单产","十二、我国主要农业指标与国外对比","341","N2005120871000184","yearbooks/N2005120871000184.caj","yearbooks/N2005120871000184.pdf","yearbooks/N2005120871000184.xls","1987"
"192","棉花面积、产量与单产","十二、我国主要农业指标与国外对比","342","N2005120871000185","yearbooks/N2005120871000185.caj","yearbooks/N2005120871000185.pdf","yearbooks/N2005120871000185.xls","1987"
"193","油菜籽面积、产量与单产","十二、我国主要农业指标与国外对比","343","N2005120871000186","yearbooks/N2005120871000186.caj","yearbooks/N2005120871000186.pdf","yearbooks/N2005120871000186.xls","1987"
"194","猪的头数与胴体重","十二、我国主要农业指标与国外对比","344","N2005120871000187","yearbooks/N2005120871000187.caj","yearbooks/N2005120871000187.pdf","yearbooks/N2005120871000187.xls","1987"
"195","羊的只数和胴体重","十二、我国主要农业指标与国外对比","345","N2005120871000188","yearbooks/N2005120871000188.caj","yearbooks/N2005120871000188.pdf",,"1987"
"196","肉类产量","十二、我国主要农业指标与国外对比","346","N2005120871000189","yearbooks/N2005120871000189.caj","yearbooks/N2005120871000189.pdf",,"1987"
"197","鸡蛋产量","十二、我国主要农业指标与国外对比","347","N2005120871000190","yearbooks/N2005120871000190.caj","yearbooks/N2005120871000190.pdf","yearbooks/N2005120871000190.xls","1987"
"198","牛奶产量","十二、我国主要农业指标与国外对比","348","N2005120871000191","yearbooks/N2005120871000191.caj","yearbooks/N2005120871000191.pdf",,"1987"
"199","水果产量","十二、我国主要农业指标与国外对比","349","N2005120871000192","yearbooks/N2005120871000192.caj","yearbooks/N2005120871000192.pdf","yearbooks/N2005120871000192.xls","1987"
"200","渔获量","十二、我国主要农业指标与国外对比","350","N2005120871000193","yearbooks/N2005120871000193.caj","yearbooks/N2005120871000193.pdf","yearbooks/N2005120871000193.xls","1987"
"201","附录：","附录：","351-359","N2005120871000194","yearbooks/N2005120871000194.caj","yearbooks/N2005120871000194.pdf",,"1987"
"202","台湾省主要农业统计资料","附录：","353-354","N2005120871000195","yearbooks/N2005120871000195.caj","yearbooks/N2005120871000195.pdf",,"1987"
"203","主要统计指标解释","附录：","355-359","N2005120871000196","yearbooks/N2005120871000196.caj","yearbooks/N2005120871000196.pdf",,"1987"
"1","前言","前言","P4","N2005120871000197","yearbooks/N2005120871000197.caj","yearbooks/N2005120871000197.pdf",,"1987"
"28","分部门农业物质消耗、净产值及构成","二、农村社会总产值","33","N2005120871000198","yearbooks/N2005120871000198.caj","yearbooks/N2005120871000198.pdf","yearbooks/N2005120871000198.xls","1987"
"60","分经济地带畜严品产量、牲畜饲养情况","三、主要农产品和乡村企业主要工业产品生产情况","102","N2005120871000199","yearbooks/N2005120871000199.caj","yearbooks/N2005120871000199.pdf","yearbooks/N2005120871000199.xls","1987"
"90","乡村两级企业主要财务指标","六、农村经济收入及分配","170","N2005120871000200","yearbooks/N2005120871000200.caj","yearbooks/N2005120871000200.pdf","yearbooks/N2005120871000200.xls","1987"
"121","各地区农业机械、农电、化肥利用和农田灌溉情况","八、农村生产条件","231-234","N2005120871000201","yearbooks/N2005120871000201.caj","yearbooks/N2005120871000201.pdf","yearbooks/N2005120871000201.xls","1987"
